
No.	单词	解释
1835	titillation	n. 搔痒；愉快
1836	ephemeral	adj. 短暂的,瞬息的名 词: ephemerality or 副 词: ephemerally
1837	ephemera	n. [动]蜉蝣
1838	dative	1. n. [语]与格语；与格<br>2. adj. 与格的
1839	neuter	1. n. 无性动物；中性名词；阉割动物<br>2. adj. 中性的；不及物的；无性的
1840	epigram	n. 警句；讽刺短诗；隽语
1841	inscription	n. 题词, 献词形容词: inscriptional or 副 词: inscriptively
1842	monument	1. n. 纪念碑；历史遗迹；不朽的作品<br>2. vt. 为…树碑
1843	epigraph	n. 碑文；题词；铭文
1844	epilogue	n. 结语，收场白；尾声，后记
1845	epi-	pref. 在…上面；在…外面
1846	episode	n. 插曲；插话；一段情节；有趣的事件
1847	epithet	n. 绰号；浑名
1848	theme	1. n. 主题；题目；主旋律<br>2. adj. 以奇想主题布置的
1849	epitomize	vt. 成为的缩影时 态: epitomized, epitomizing, epitomizes
1850	equable	adj. 平静的；变动小的
1851	equilibrium	n. 平衡,均势; 平静
1852	plummet	1. n. 铅锤，坠子<br>2. vi. 垂直落下
1853	equal	1. adj. 相等的；胜任的；平等的<br>2. vt. 等于；比得上
1854	Libra	n. 磅（重量单位）；天秤座
1855	constellation	n. 星座; 一群杰出人物形容词: constellational 形容词: constellatory
1856	erudite	1. adj. 博学的；有学问的<br>2. n. 饱学之士
1857	escalade	1. n. 攀登；活动人行道<br>2. vt. 以梯子攀登
1858	escalate	1. vi. 逐步升高；逐步增强<br>2. vt. 使逐步上升
1859	escalator	n. 自动扶梯
1860	e-	pref. 为;ex-;的变体
1861	escort	1. n. 陪同；护送者；护航舰；护卫队<br>2. vt. 护送；陪同；为…护航
1862	another	1. adj. 另外的；不同的；又一，另一<br>2. pron. 另一个；又一个
1863	correct	1. vt. 改正；告诫<br>2. vi. 纠正错误；调整
1864	Pythagorean	adj. 毕达哥拉斯的
1865	doctrine	n. 教义；学说；主义；信条
1866	espouse	vt. 嫁娶；支持；赞成；信奉
1867	rite	n. 仪式；惯例，习俗；典礼
1868	cause	1. n. 原因；事业；目标<br>2. vt. 引起；使遭受
1869	spondee	n. [诗]扬扬格
1870	etch	1. vt. 蚀刻；鲜明地描述；铭记<br>2. vi. 蚀刻
1871	eat	1. vt. 吃，喝；腐蚀；烦扰<br>2. vi. 腐蚀，侵蚀；进食
1872	ether	n. 以太；乙醚；苍天；天空醚
1873	ethernal	n. 以太网
1874	eternal	adj. 永恒的；不朽的
1875	ethics	n. 伦理学；伦理观；道德标准
1876	ethic	1. n. 道德规范；伦理<br>2. adj. 伦理的；道德的（等于ethical）
1877	ethos	n. 气质；民族精神；社会思潮
1878	eloge	n. 悼演颂词
1879	euphemism	n. 委婉语;委婉说法名 词: euphemist 形容词: euphemistic 副 词: euphemistically
1880	euphoria	n. 精神欢快，欣快；兴高采烈；欣快症；幸福愉快感
1881	physician	n. 医生, 内科医生
1882	evacuate	1. vt. 排泄；疏散，撤退<br>2. vi. 撤退；疏散；排泄
1883	vacuum	1. n. 真空；真空吸尘器；空间<br>2. adj. 真空的；产生真空的；利用真空的
1884	evanesce	vi. 消散；逐渐看不见
1885	evanescent	adj. 迅速消失遗忘的;短暂的副 词: evanescently
1886	vanish	1. vi. 消失；突然不见；[数]成为零<br>2. vt. 使不见，使消失
1887	vain	adj. 徒劳的；虚荣的；空虚的
1888	vainglory	n. 极度的虚荣心, 夸耀
1889	evince	vt. 表明，表示；引起
1890	victor	n. 胜利者
1891	disprove	vt. 反驳，证明…是虚假的
1892	confute	vt. 驳斥，驳倒
1893	exacerbate	vt. 使恶化;使加重时 态: exacerbated, exacerbating, exacerbates 名 词: exacerbation
1894	exacerbation	n. 恶化；激怒；增剧
1895	exasperate	vt. 激怒, 触怒时 态: exasperated, exasperating, exasperates 副 词: exasperatedly 名 词: exaspe...
1896	excoriate	vt. 擦伤,擦破; 剥; 严厉指责,痛斥时 态: excoriated, excoriating, excoriates 名 词: excoriation 名 词: ...
1897	corium	n. 真皮
1898	excret	n. [医]排泄物，分泌物
1899	excrete	vt. 分泌；排泄
1900	extant	adj. 现存的；[古]显著的
1901	extemporal	adj. 无准备的,脱口说的
1902	extemporize	vt. 即兴创作,即席演奏时 态: extemporized, extemporizing, extemporizes 名 词: extemporization 名 词: ...
1903	extempore	adj. 即席的,当场的; adv. 即席,当场; n. 即席之作
1904	extenuate	vt. 减轻; 低估,藐视时 态: extenuated, extenuating, extenuates 形容词: extenuative 名 词: extenuat...
1905	thin	1. adj. 薄的；瘦的；稀薄的；微弱的<br>2. vt. 使淡；使瘦；使稀疏
1906	because	conj. 因为
1907	maintain	vt. 维持；维修；供养；继续；主张
1908	extol	vt. 颂扬；赞美；赞颂
1909	extort	vt. 敲诈；侵占；强求；牵强地引出
1910	extortion	n. 敲诈,勒索,逼取;被勒索的财物; n. 敲诈者,勒索者,逼取者形容词: extortionary 名 词: extortionist or
1911	exuberant	adj. 兴高采烈的;活跃的;愉快的; 茁壮的,繁茂的; adv. 兴高采烈地;活跃地;愉快地副 词: exuberantly
1912	udder	n. （牛、羊等的）乳房
1913	exuberancy	n. 丰富,充沛
1914	exuberance	n. 兴高采烈; 活跃; 愉快; 茁壮
1915	luxuriously	adv. 奢侈地,豪华地
1916	exude	1. vt. 使渗出；流出；散发<br>2. vi. 渗出；流出；发散
1917	sweat	1. vt. 流出；使出汗；使干苦活；剥削；藉出汗减轻；焦急地期待<br>2. n. 汗；水珠；[口]焦急；[口]苦差使
1918	facetious	adj. 爱开玩笑的, 轻率的;滑稽的, 好笑的; adv. 爱开玩笑地; n. 滑稽副 词: facetiously 名 词: facetiousness
1919	facile	adj. 灵巧的；温和的；易做到的
1920	fad	n. 一时的爱好；时尚；一时流行的狂热
1921	faddle	1. vt. 戏谑；开玩笑；抱着逗弄<br>2. vi. 开玩笑
1922	trifle	1. n. 琐事；少量；蛋糕<br>2. vi. 开玩笑；闲混；嘲弄
1923	fiddle	1. n. 小提琴<br>2. vi. 瞎搞；拉小提琴
1924	fashion	1. n. 样式；时尚；时装；时髦人物<br>2. vt. 做成…的形状；使用；改变
1925	fallow	1. adj. 休耕的；不活跃的<br>2. n. 休耕地；休耕
1926	fastidious	adj. 过分挑剔的,过分讲究的,难于讨好的; adv. 过分挑剔地,过分讲究地; n. 挑剔,讲究副 词: fastidiously 名 词: fastidiousness
1927	disdainful	adj. 轻蔑的,蔑视的副 词: disdainfully 名 词: disdainfulness
1928	squeamish	adj. 容易呕吐的; 过分拘谨的,难于取悦的副 词: squeamishly 名 词: squeamishness
1929	exacting	1. adj. 苛求的；严格的；吃力的<br>2. v. 逼取；急需（exact的ing形式）
1930	exact	1. adj. 精确的；准确的，精密的<br>2. vt. 强求；要求；急需
1931	nicety	n. 美好；精密；细节；拘泥细节
1932	arrogance	n. 傲慢;自大;自负
1933	bristle	1. n. 猪鬃；刚毛<br>2. vi. 发怒；竖起
1934	tautology	n. 同义反复, 赘述形容词: tautological 副 词: tautologically
1935	fast	1. adj. 快速的，迅速的；紧的，稳固的<br>2. adv. 紧紧地；彻底地；迅速地
1936	fathom	1. vt. 看穿；彻底了解；测量…的深度<br>2. n. 英寻（测量水深的长度单位）
1937	fatigue	1. n. 疲劳，疲乏；杂役<br>2. vt. 使疲劳；使心智衰弱
1938	weary	1. adj. 疲倦的；厌烦的；令人厌烦的<br>2. vi. 厌烦；疲倦
1939	faze	vt. 打扰；使狼狈；折磨
1940	Kentish	1. adj. 肯特州的；肯特人的<br>2. n. 肯特方言
1941	Bartlett	n. 巴特利特梨（西洋梨的一种）；巴特利特（男子名）
1942	feck	n. 价值,效能
1943	feckless	adj. 无效的；软弱的；没精神的；不负责任的；无气力的
1944	effect	1. n. 效果；作用；影响<br>2. vt. 产生；达到目的
1945	cognate	1. adj. 同源的；同类的<br>2. n. 同族；同根词
1946	lamentable	adj. 可悲的；可怜的；哀伤的
1947	eavesdrop	vi. 偷听时 态: eavesdropped, eavesdropping, eavesdrops 名 词: eavesdropper
1948	eavesdropper	n. 偷听者
1949	eave	n. 屋檐
1950	forest	1. vt. 植树于，使成为森林<br>2. n. 森林
1951	eaves	n. 屋檐；凸出的边缘
1952	spoof	1. vt. 哄骗；戏弄；对…作幽默讽刺<br>2. vi. 行骗；开玩笑
1953	parody	1. n. 拙劣的模仿；诙谐的改编诗文<br>2. vt. 拙劣模仿
1954	hijack	1. vt. 抢劫；揩油<br>2. vi. 拦路抢劫
1955	jacker	n. 新手,无经验者; v. 当新手
1956	jack	1. n. 千斤顶；插座；男人<br>2. vt. 提醒；抬起；用千斤顶顶起某物；增加
1957	bootlegger	n. 酿私酒者,走私贩
1958	bootleg	1. adj. 违法的；偷运或非法制造并销售的<br>2. vt. 私卖
1959	boot	1. vt. 使穿靴；引导；踢；解雇<br>2. n. 靴子；汽车行李箱；踢
1960	footwear	n. 鞋类
1961	iquor	abbr. 信息检索（information retrieval）；红外辐射（Infrared Radiation）；伊利诺斯研究（美国期刊）（Illinois Research）
1962	leg	n. 腿；支柱
1963	trick	1. n. 诡计；恶作剧；窍门；骗局；欺诈；花招<br>2. vt. 欺骗；哄骗；装饰；打扮
1964	wrinkle	1. n. 皱纹<br>2. vi. 起皱
1965	wrench	1. n. 扳手，扳钳；歪曲；猛扭；扭伤；痛苦<br>2. vt. 猛扭；扭伤；曲解；折磨
1966	Gothic	1. adj. 哥特式的；野蛮的<br>2. n. 哥特式
1967	wickerwork	n. 枝编工艺
1968	hype	1. n. 大肆宣传；皮下注射<br>2. vt. 大肆宣传；使…兴奋
1969	hyperbole	n. 夸张的语句；夸张法
1970	mitigate	1. vt. 使缓和，使减轻<br>2. vi. 减轻，缓和下来
1971	upside	n. 上部；上面；上边
1972	guinea	n. 几内亚；基尼（英国旧时金币名）
1973	gold	1. n. 金，黄金；金币；金色<br>2. adj. 金的，金制的；金色的
1974	guinea pig	[动]天竺鼠；豚鼠
1975	fluke	1. n. 侥幸；锚爪；意外的挫折<br>2. vt. 侥幸成功；意外受挫
1976	hard-line	adj. 主张采取强硬路线的;毫不妥协的;采强硬态度的名 词: hard-liner
1977	revile	1. vt. 辱骂；斥责<br>2. vi. 辱骂；谩骂
1978	vile	adj. 卑鄙的；低廉的；肮脏的；邪恶的
1979	persecute	vt. 迫害；困扰；同…捣乱
1980	persecution	n. 迫害或受迫害形容词: persecutional
1981	sequel	n. 续集；结局；继续；后果
1982	oppression	n. 压迫手段；压抑；沉闷；镇压；苦恼
1983	rang	
1984	ring	1. vi. 按铃；敲钟；回响；成环形<br>2. n. 铃声，钟声；环形物；拳击场；戒指
1985	hideous	adj. 可怕的；丑恶的
1986	shaggy	adj. 表面粗糙的；蓬松的；毛发粗浓杂乱的
1987	shag	1. n. 粗毛；粗烟丝；蓬乱一团<br>2. vt. 使杂乱；使蓬松
1988	desolate	1. adj. 荒凉的；无人烟的<br>2. vt. 使荒凉；使孤寂
1989	sole	1. n. 鞋底；脚底；基础；鳎目鱼<br>2. adj. 唯一的；单独的；仅有的
1990	fierce	adj. 凶猛的；暴躁的；猛烈的
1991	booty	n. 赃物；战利品；获得之物
1992	plunder	1. n. 抢夺；掠夺品；战利品<br>2. vt. 抢劫；掠夺；侵吞
1993	ravage	1. vt. 毁坏；掠夺；破坏<br>2. n. 蹂躏，破坏
1994	pillage	1. vi. 掠夺；抢劫<br>2. vt. 掠夺；抢劫
1995	toehold	n. 克服困难的办法，排除障碍的方法；小立足点
1996	hereabout	adv. 在这附近,在这一带
1997	saluted	v. 赞扬（salute过去式）
1998	salut	int. 〈法〉祝你健康,干杯 SALUTabbr. sea,air,land and underwater targets 海、空、陆地和水下目标 SALUTabbr. sea, ai...
1999	salute	1. n. 敬礼；致敬，欢迎<br>2. vt. 行礼致敬，欢迎
2000	bade	v. 命令（bid的一种过去式）
2001	bid	1. vt. 投标；出价；吩咐；表示<br>2. vi. 投标；吩咐
2002	handful	n. 一把；少数；棘手事
2003	terrain	n. 地形，地势；地带；领域
2004	perjury	n. 伪证；伪誓；背信弃义
2005	railing	n. 栏杆；扶手
2006	rails	铁路股票
2007	crucifer	n. 执十字架的人；[植]十字花科植物
2008	crucify	vt. 折磨；十字架上钉死；克制
2009	deluge	1. n. 洪水；暴雨；泛滥<br>2. vt. 使泛滥；压倒
2010	ploughshare	n. 铧,铧头
2011	sentiment	n. 柔情; 态度或意见; 观点; 意见
2012	ballistics	n. 弹道学名 词: ballistician
2013	endow	vt. 捐赠；天生具有；赋予
2014	dowry	n. 嫁妆；天资；亡夫遗产
2015	tin	1. n. 锡；罐头，罐；马口铁<br>2. adj. 锡制的
2016	bee	n. 蜜蜂，蜂；勤劳的人
2017	flat	1. adj. 平坦的；单调的；浅的；扁平的<br>2. adv. 断然地；平直地
2018	trematode	n.,adj. 吸虫
2019	foliage	n. 叶子（总称）；植物
2020	gem	1. n. 宝石；精华；宝物；珍品；美玉<br>2. vt. 点缀；用宝石镶嵌；饰以宝石
2021	backing	1. n. 后退；支持；支持者；衬背<br>2. v. 支持（back的ing形式）
2022	fencing	1. n. 剑术；围墙；筑栅栏的材料<br>2. v. 击剑；围住；避开（fence的ing形式）
2023	metallic	adj. 金属的，含金属的
2024	scent	1. n. 气味；痕迹；嗅觉；察觉能力<br>2. vt. 发觉；使充满…的气味；闻到；循着遗臭追踪
2025	foment	vt. 煽动；挑起；热敷
2026	forebode	v. 预示；预感；预兆
2027	bode	1. vt. 预示；为…的兆头<br>2. vi. 预示
2028	foreign	adj. 外国的；[医]异质的；不相关的；外交的
2029	forum	n. 论坛，讨论会；法庭；公开讨论的广场
2030	forge	1. n. 熔炉，锻铁炉；铁工厂<br>2. vi. 伪造；做锻工
2031	formidable	adj. 可怕的；令人敬畏的；艰难的；强大的
2032	fraudulent	adj. 欺骗的,不诚实的; adv. 欺骗地名 词: fraudulence 副 词: fraudulently
2033	fraud	n. 欺骗；骗子；诡计
2034	fraught	adj. [口]担心的，忧虑的；充满…的
2035	freight	1. vt. 运送；装货；使充满<br>2. n. 运费；货运；船货
2036	frenzy	1. n. 狂怒；狂暴；暴怒<br>2. vt. 使发狂；使狂怒
2037	frenetic	1. adj. 狂热的；发狂的<br>2. n. 疯子；狂人
2038	frantic	adj. 狂乱的，疯狂的
2039	phreno-	精神障碍
2040	fringe	1. n. 边缘；穗；刘海<br>2. adj. 边缘的；附加的
2041	frothy	adj. 多泡的；起泡的；空洞的，浅薄的
2042	froth	1. n. 泡沫，泡；口沫<br>2. vi. 吐白沫；起泡沫
2043	frugal	adj. 节俭的；朴素的；花钱少的
2044	fruit	1. n. 水果；产物<br>2. vi. 结果实
2045	feeze	1. vt. 猛撞；鞭打；使惊恐<br>2. n. 猛冲；烦扰
2046	feign	1. vt. 假装；装作；捏造；想象<br>2. vi. 假装；装作；作假；佯作
2047	feint	1. n. 伪装；佯攻<br>2. vi. 假装；佯攻
2048	faint	1. adj. 头晕的；虚弱的；模糊的；衰弱的<br>2. vi. 昏倒；变得微弱；变得没气力
2049	feisty	adj. 活跃的；好争吵的；烦躁不安的
2050	fart	1. n. 屁，放屁<br>2. vi. 放屁
2051	lap dog	[建]接搭处
2052	feral	adj. 野生的；凶猛的；[诗歌]阴郁的
2053	fetid	adj. 臭的；恶臭的；腐臭的
2054	fickle	adj. 易变的；浮躁的；变幻无常的
2055	filibuster	vt. 阻碍或延宕国会或其他立法机构通过提案; vi. 掠夺; n. 掠夺兵, 暴兵, 海盗; 阻挠议事的议员; 会议妨碍行为时 态: filibustered, filibusteri...
2056	finicky	adj. 过分讲究的；过分注意的；过分繁琐的
2057	fitful	adj. 一阵阵的；断断续续的；不规则的；间歇的
2058	fit	1. vt. 安装；使……适应；使……合身；与……相符<br>2. vi. 适合；合身；符合，配合
2059	flaccid	adj. 软弱的；弛缓的；无活力的
2060	fulminate	vt. 强烈批评时 态: fulminated, fulminating, fulminates 名 词: fulmination 名 词: fulminator ...
2061	fumble	1. vt. 摸索；笨拙地做；[体育]漏接<br>2. vi. 摸索；笨拙地行动；漏球
2062	furtive	adj. 鬼鬼祟祟的，秘密的
2063	fusty	adj. 发霉的；守旧的，老式的
2064	fustigate	vt. 用棍棒打,抨击时 态: fustigated, fustigating, fustigates 名 词: fustigation
2065	cudgel	1. vt. 用棍棒打<br>2. n. 棍棒
2066	futile	adj. 无用的；没有出息的；琐细的；不重要的；无效的
2067	gaff	1. n. 鱼叉；斜桁；[英俚]低级娱乐场所<br>2. vt. 用鱼叉捉；用鱼钩拖上来；[俚]欺骗
2068	gaffe	n. 失态；过失
2069	galvanic	adj. 电流的；使人震惊的；触电似的
2070	gambol	1. vi. 雀跃；耍闹<br>2. n. 雀跃；嬉戏
2071	garble	1. vt. 断章取义；歪曲；混淆<br>2. n. 断章取义；混淆；篡改
2072	grin	1. v. 露齿而笑，咧着嘴笑<br>2. n. 露齿笑
2073	gripe	1. n. 控制；发牢骚；肠绞痛<br>2. vt. 绞痛；握紧；惹恼
2074	groove	1. n. 凹槽，槽；最佳状态；惯例<br>2. vt. 开槽于
2075	grotesque	1. n. 奇异风格；怪异的东西<br>2. adj. 奇形怪状的；奇怪的；可笑的
2076	grovel	vi. 匍匐；卑躬屈膝；趴
2077	grudge	1. vt. 怀恨；吝惜；妒忌；不情愿做<br>2. n. 怨恨；恶意；妒忌
2078	grutch	v. 抱怨,发牢骚;勉强地给,勉强地准许
2079	gush	1. v. 涌出；迸出<br>2. n. 涌出；迸发
2080	guzzle	1. vt. 狂饮；暴食<br>2. vi. 狂饮；暴食；狼吞虎咽
2081	garish	adj. 炫耀的；过分装饰的；过分鲜艳的
2082	gqrr	abbr. 总预备队（General Reserve）；希腊（Greece）；政府报告（Government Report）
2083	garrulous	adj. 饶舌的,多嘴的,话多的;喜欢讲话的副 词: garrulously 名 词: garrulousness
2084	gauche	adj. 笨拙的；粗鲁的；不善交际的；偏转的
2085	giddy	1. adj. 头晕的；眼花的；令人眼花缭乱的；轻浮的<br>2. vt. 使晕眩；使眼花缭乱
2086	gild	vt. 镀金；虚饰；供给钱
2087	glacial	adj. 冰的；冰河时代的；冰冷的
2088	glaze	1. vt. 装以玻璃；上釉于<br>2. vi. 变呆滞；变得光滑
2089	glib	adj. 口齿伶俐的，油嘴滑舌的
2090	glisten	1. vi. 闪光，闪亮<br>2. n. 闪光，闪耀
2091	gloat	1. vi. 幸灾乐祸；心满意足地注视<br>2. n. 幸灾乐祸；贪婪的盯视；洋洋得意
2092	glower	1. vi. 怒目而视；瞪眼<br>2. n. 怒视；热切的注视；灯丝
2093	glossy	adj. 有光泽的；光滑的
2094	gloss	1. n. 注释；光彩；假象<br>2. vt. 注释；使光彩；掩盖
2095	goad	1. n. （赶牲口用的）刺棒；刺激；激励<br>2. vt. 刺激；激励；用刺棒驱赶；煽动
